"accident_number","date_and_time","number_of_motor_vehicles","number_of_injuries","number_of_fatalities","property_damage","hit_and_run","reporting_officer","collision_type","collision_type_description","weather","weather_description","illuaccidemination","illumination_description","harmfulcodes","harmfuldescriptions","street_address","city","state","zip","rpa","precinct","lat","long","mapped_location"
"20200645664","2020-10-12T10:45:00.000","2","3","0",,"false","812949","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 47 7 I 24","NASHVILLE","TN","37207","19020","EAST","36.179","-86.7737","POINT (-86.7737 36.179)"
"20200645652","2020-10-12T09:48:00.000","2","0","0",,"false","140790","5","SIDESWIPE - SAME DIRECTION","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","FAIRWAY DR & LEBANON PKE","NASHVILLE","TN","37214","9203","HERMIT","36.1697","-86.6825","POINT (-86.6825 36.1697)"
"20200645629","2020-10-12T10:11:00.000","1","0","0","true","false","206964","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","22","CLOUDY","1","DAYLIGHT","12;25;55;63","MOTOR VEHICLE IN TRANSPORT;GUARDRAIL END;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Right","MM 46 6 I 24","NASHVILLE","TN","37207","3006","NORTH","36.1936","-86.7762","POINT (-86.7762 36.1936)"
"20200645605","2020-10-12T09:25:00.000","2","0","0",,"false","507813","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","4TH AVS & KOREAN VETERANS BLVD","NASHVILLE","TN","37201","4047","CENTRA","36.1569","-86.7745","POINT (-86.7745 36.1569)"
"20200645506","2020-10-12T08:30:00.000","2","0","0",,"true","352198","6","SIDESWIPE - OPPOSITE DIRECTION","22","CLOUDY","1","DAYLIGHT","14","PARKED MOTOR VEHICLE","2200 US HWY 31 ALT","NASHVILLE","TN","37210","8101","SOUTH","36.1255","-86.7519","POINT (-86.7519 36.1255)"
"20200645457","2020-10-12T08:10:00.000","2","0","0",,"false","716877","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","FIRESTONE PKWY & HEIL QUAKER BLVD","ANTIOCH","TN","37013","8869","SOUTH","36.0129","-86.6108","POINT (-86.6108 36.0129)"
"20200645386","2020-10-12T07:36:00.000","2","0","0",,"false","161946","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HAMILTON CHURCH RD & MURFREESBORO PKE","ANTIOCH","TN","37013","8865","SOUTH","36.0645","-86.6288","POINT (-86.6288 36.0645)"
"20200645352","2020-10-12T00:00:00.000","3","0","0",,"false","384408","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","18","OTHER OBJECT (NOT FIXED)","MM 93 2 I 65","MADISON","TN","37115","17062","MADISO","36.2787","-86.7343","POINT (-86.7343 36.2787)"
"20200645004","2020-10-12T01:15:00.000","2","0","0",,"true","384439","4","ANGLE",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","GOODWIN RD & REEVES RD","ANTIOCH","TN","37013","8893","SOUTH","36.0653","-86.6764","POINT (-86.6764 36.0653)"
"20200644953","2020-10-11T00:00:00.000","2","0","0",,"true","240981","4","ANGLE",,,"3","DARK - LIGHTED","14","PARKED MOTOR VEHICLE","RUSSELL ST & S 5TH ST","NASHVILLE","TN","37206","1111","EAST","36.1708","-86.7643","POINT (-86.7643 36.1708)"
"20200644918","2020-10-11T23:09:00.000","3","0","0",,"true","298871","6","SIDESWIPE - OPPOSITE DIRECTION",,,"3","DARK - LIGHTED","14","PARKED MOTOR VEHICLE","18TH AVN & 18TH AV N CT","NASHVILLE","TN","37208","4493","NORTH","36.1913","-86.8118","POINT (-86.8118 36.1913)"
"20200644816","2020-10-11T23:15:00.000","2","1","0",,"false","209173","11","Front to Rear",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","WHISPERING HILLS DR & EDMONDSON PKE","NASHVILLE","TN","37211","8659","MIDTOW","36.0721","-86.7329","POINT (-86.7329 36.0721)"
"20200644796","2020-10-12T00:41:00.000","1","0","0",,"false","240952","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"3","DARK - LIGHTED","1",,"J B ESTILLE DR & LEBANON PKE","NASHVILLE","TN","37214","9309","HERMIT","36.1692","-86.6668","POINT (-86.6668 36.1692)"
"20200644783","2020-10-11T22:12:00.000","2","0","0",,"false","197060","5","SIDESWIPE - SAME DIRECTION",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","0 I24 E EXT RAMP","NASHVILLE","TN","37211","8443","SOUTH","36.0868","-86.701","POINT (-86.701 36.0868)"
"20200644733","2020-10-11T21:25:00.000","2","0","0","true","false","330414","11","Front to Rear",,,"2","DARK - NOT LIGHTED","12;36","MOTOR VEHICLE IN TRANSPORT;CONCRETE TRAFFIC BARRIER","MM 212 0 I 40","NASHVILLE","TN","37210","90041","HERMIT","36.147","-86.7433","POINT (-86.7433 36.147)"
"20200644676","2020-10-11T20:32:00.000","1","1","0","true","false","409214","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"3","DARK - LIGHTED","30;38;64","UTILITY POLE;FENCE;Ran Off Road-Left","LINBAR DR & LUNA DR","NASHVILLE","TN","37211","8707","SOUTH","36.0805","-86.6979","POINT (-86.6979 36.0805)"
"20200644553","2020-10-11T18:00:00.000","2","0","0",,"true","330411","5","SIDESWIPE - SAME DIRECTION",,,"5","DUSK","12","MOTOR VEHICLE IN TRANSPORT","W TRINITY LN & I65 S ENT RAMP","NASHVILLE","TN","37207","3002","NORTH","36.2065","-86.7765","POINT (-86.7765 36.2065)"
"20200644518","2020-10-11T18:12:00.000","2","0","0",,"false","390077","4","ANGLE",,,"3","DARK - LIGHTED","14","PARKED MOTOR VEHICLE","LUCAS LN & W TRINITY LN","NASHVILLE","TN","37207","1863","EAST","36.2061","-86.7711","POINT (-86.7711 36.2061)"
"20200644373","2020-10-11T16:25:00.000","3","1","0",,"true","330411","11","Front to Rear",,,"1","DAYLIGHT","12;7;72","MOTOR VEHICLE IN TRANSPORT;EMBANKMENT ROCK/STONE/CONCRETE","MM 54 8 I 24","NASHVILLE","TN","37211","8812","SOUTH","36.0968","-86.7085","POINT (-86.7085 36.0968)"
"20200644317","2020-10-11T15:43:00.000","2","0","0",,"false","337277","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LEBANON PKE & HERMITAGE RD","OLD HICKORY","TN","37138","9739","HERMIT","36.2003","-86.6186","POINT (-86.6186 36.2003)"
"20200644271","2020-10-11T15:24:00.000","1","0","0","true","false","299267","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","39","WALL","S 13TH CT & DAVIDSON ST","NASHVILLE","TN","37206","1049","EAST","36.1627","-86.7489","POINT (-86.7489 36.1627)"
"20200644252","2020-10-11T15:09:00.000","1","1","0","true","false","429193","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","22","CLOUDY","1","DAYLIGHT","39","WALL","MYHR GREEN & REASONOVER GREEN","NASHVILLE","TN","37221","4811","WEST","36.072","-86.932","POINT (-86.932 36.072)"
"20200644236","2020-10-11T14:27:00.000","2","0","0",,"false","298877","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LEALAND LN & BATTERY LN","NASHVILLE","TN","37220","7105","MIDTOW","36.0883","-86.791","POINT (-86.791 36.0883)"
"20200644163","2020-10-11T13:44:00.000","2","1","0",,"true","279230","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","1920 MURFREESBORO PKE","NASHVILLE","TN","37217","8849","SOUTH","36.0993","-86.6605","POINT (-86.6605 36.0993)"
"20200644121","2020-10-11T13:00:00.000","1","0","0",,"false","352167","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","41","SHRUBBERY","MM 55 4 I 24","NASHVILLE","TN","37211","8812","SOUTH","36.0901","-86.7031","POINT (-86.7031 36.0901)"
"20200644089","2020-10-11T00:00:00.000","2","0","0",,"false","385032","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","STATE HWY 155 & MUSIC VALLEY DR","NASHVILLE","TN","37214","92860","HERMIT","36.2297","-86.6986","POINT (-86.6986 36.2297)"
"20200644088","2020-10-11T12:20:00.000","2","0","0",,"false","140808","4","ANGLE","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LEBANON PKE & ANDREW JACKSON PKWY","HERMITAGE","TN","37076","9537","HERMIT","36.2151","-86.5962","POINT (-86.5962 36.2151)"
"20200644076","2020-10-11T12:16:00.000","1","1","0",,"false","4001162","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","36","CONCRETE TRAFFIC BARRIER","MM 55 2 I 24","NASHVILLE","TN","37211","8812","SOUTH","36.0923","-86.7049","POINT (-86.7049 36.0923)"
"20200644031","2020-10-11T11:00:00.000","1","0","0","true","false","538214","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","43","OTHER FIXED OBJECTS","EDMONDSON PKE & HOLT RD","BRENTWOOD","TN","37027","8623","MIDTOW","36.0138","-86.7383","POINT (-86.7383 36.0138)"
"20200644020","2020-10-11T11:07:00.000","2","0","0",,"false","799013","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","UNA ANTIOCH PKE & NASHBORO BLVD","ANTIOCH","TN","37013","8891","SOUTH","36.0869","-86.6487","POINT (-86.6487 36.0869)"
"20200644014","2020-10-11T10:53:00.000","1","0","0",,"false","352211","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","22","CLOUDY","1","DAYLIGHT","36","CONCRETE TRAFFIC BARRIER","I24E & I24 W ENT RAMP","NASHVILLE","TN","37210","82061","HERMIT","36.1386","-86.7273","POINT (-86.7273 36.1386)"
"20200643989","2020-10-11T10:22:00.000","1","0","0",,"false","140808","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","1","DAYLIGHT","36","CONCRETE TRAFFIC BARRIER","I40 E EXT RAMP & I 40","NASHVILLE","TN","37214","8955","HERMIT","36.155","-86.6271","POINT (-86.6271 36.155)"
"20200643986","2020-10-11T10:30:00.000","2","0","0",,"false","140808","11","Front to Rear","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","I40 E EXT RAMP & I 40","NASHVILLE","TN","37214","8955","HERMIT","36.155","-86.6271","POINT (-86.6271 36.155)"
"20200643956","2020-10-11T09:45:00.000","3","1","0",,"false","342952","5","SIDESWIPE - SAME DIRECTION","22","CLOUDY","1","DAYLIGHT","12;24;71","MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE;EMBANKMENT EARTH","MM 213 0 I 40","NASHVILLE","TN","37210","8219","HERMIT","36.1407","-86.7323","POINT (-86.7323 36.1407)"
"20200643930","2020-10-11T09:15:00.000","2","0","0",,"false","206964","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 88 6 I 65","NASHVILLE","TN","37207","3004","EAST","36.2251","-86.7745","POINT (-86.7745 36.2251)"
"20200643929","2020-10-11T09:16:00.000","2","0","0","true","false","420059","2","HEAD-ON",,,"5","DUSK","12;14","MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","DRAKE AV & MEADE AV","NASHVILLE","TN","37211","8521","MIDTOW","36.102","-86.7463","POINT (-86.7463 36.102)"
"20200643910","2020-10-11T08:57:00.000","1","0","0",,"false","571313","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","1","DAYLIGHT","36","CONCRETE TRAFFIC BARRIER","MM 210 3 I 40","NASHVILLE","TN","37203","80021","MIDTOW","36.15","-86.7719","POINT (-86.7719 36.15)"
"20200643881","2020-10-11T07:41:00.000","1","0","0","true","true","279230","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","38","FENCE","1346 RURAL HILL RD","ANTIOCH","TN","37013","8861","SOUTH","36.0567","-86.6493","POINT (-86.6493 36.0567)"
"20200643871","2020-10-11T08:30:00.000","2","0","0",,"false","633381","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 59 8 I 24","ANTIOCH","TN","37013","88060","SOUTH","36.0422","-86.6533","POINT (-86.6533 36.0422)"
"20200643841","2020-10-11T07:49:00.000","2","0","0",,"false","161949","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & HAMILTON CHURCH RD","ANTIOCH","TN","37013","8865","SOUTH","36.0649","-86.6286","POINT (-86.6286 36.0649)"
"20200643830","2020-10-11T07:39:00.000","1","0","0",,"false","352211","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","1","DAYLIGHT","36","CONCRETE TRAFFIC BARRIER","MM 211 3 I 40","NASHVILLE","TN","37210","9002","HERMIT","36.1524","-86.7539","POINT (-86.7539 36.1524)"
"20200643822","2020-10-11T07:33:00.000","1","1","0",,"false","429185","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","1","DAYLIGHT","8","PEDESTRIAN","4221 CENTRAL PKE","HERMITAGE","TN","37076","9539","HERMIT","36.1735","-86.5832","POINT (-86.5832 36.1735)"
"20200643774","2020-10-11T06:41:00.000","2","0","0",,"true","4001379","4","ANGLE","2","RAIN","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","BRILEY PKWY & GLASTONBURY RD","NASHVILLE","TN","37217","88943","HERMIT","36.1372","-86.6997","POINT (-86.6997 36.1372)"
"20200643770","2020-10-11T00:00:00.000","2","1","0",,"false","429205","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","12TH AVS & BROADWAY","NASHVILLE","TN","37203","4081","CENTRA","36.1563","-86.7873","POINT (-86.7873 36.1563)"
"20200643717","2020-10-11T00:00:00.000","1","0","0",,"true","352184","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","3","DARK - LIGHTED","1",,"GLENROSE AV & OLD GLENROSE AV","NASHVILLE","TN","37210","8355","SOUTH","36.1195","-86.7302","POINT (-86.7302 36.1195)"
"20200643712","2020-10-11T05:30:00.000","2","0","0",,"true","4001091","5","SIDESWIPE - SAME DIRECTION","2","RAIN","7","Dark-Unknown Lighting","12","MOTOR VEHICLE IN TRANSPORT","TENNESSEE AV & 57TH AVN","NASHVILLE","TN","37209","4625","WEST","36.1607","-86.8571","POINT (-86.8571 36.1607)"
"20200643666","2020-10-11T04:47:00.000","3","2","0",,"false","197060","2","HEAD-ON","2","RAIN","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","0 I 65","NASHVILLE","TN","37207","3002","NORTH","36.2047","-86.7767","POINT (-86.7767 36.2047)"
"20200643660","2020-10-10T00:00:00.000","1","0","0",,"true","468098","9","UNKNOWN","2","RAIN","3","DARK - LIGHTED","99","UNKNOWN MOST HARMFUL EVENT","BELL RD & HICKORY PARK DR","ANTIOCH","TN","37013","8753","SOUTH","36.0449","-86.6704","POINT (-86.6704 36.0449)"
"20200643645","2020-10-11T04:33:00.000","1","0","0",,"false","311336","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","3","DARK - LIGHTED","30","UTILITY POLE","MM 49 0 I 24","NASHVILLE","TN","37206","10040","EAST","36.1664","-86.7647","POINT (-86.7647 36.1664)"
"20200643603","2020-10-11T03:40:00.000","2","0","0",,"true","279216","11","Front to Rear",,,"3","DARK - LIGHTED","12;24","MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE","MM 86 4 I 65","NASHVILLE","TN","37207","19060","EAST","36.1937","-86.7758","POINT (-86.7758 36.1937)"
"20200643566","2020-10-11T03:14:00.000","2","0","0",,"true","384439","11","Front to Rear","2","RAIN","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","NOLENSVILLE PKE & HAYWOOD LN","NASHVILLE","TN","37211","8661","MIDTOW","36.0683","-86.7193","POINT (-86.7193 36.0683)"
"20200643555","2020-10-11T03:05:00.000","1","1","0","true","false","173951","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","3","DARK - LIGHTED","39","WALL","GALLATIN PKES & LAKEWOOD DR","MADISON","TN","37115","1517","MADISO","36.2434","-86.7229","POINT (-86.7229 36.2434)"
"20200643540","2020-10-11T02:48:00.000","2","0","0",,"true","352170","5","SIDESWIPE - SAME DIRECTION","2","RAIN","2","DARK - NOT LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","US HWY 31 ALT & HAYWOOD LN","NASHVILLE","TN","37211","8661","MIDTOW","36.0681","-86.719","POINT (-86.719 36.0681)"
"20200643539","2020-10-11T00:00:00.000","2","0","0",,"true","299247","11","Front to Rear",,,"3","DARK - LIGHTED","12;36","MOTOR VEHICLE IN TRANSPORT;CONCRETE TRAFFIC BARRIER","MM 213 8 I 40","NASHVILLE","TN","37217","8802","HERMIT","36.1413","-86.7163","POINT (-86.7163 36.1413)"
"20200643527","2020-10-11T02:20:00.000","2","0","0",,"true","200534","5","SIDESWIPE - SAME DIRECTION",,,"2","DARK - NOT LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 80 5 I 65","NASHVILLE","TN","37204","69020","MIDTOW","36.1226","-86.7733","POINT (-86.7733 36.1226)"
"20200643521","2020-10-11T02:30:00.000","1","1","0",,"false","352193","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","3","DARK - LIGHTED","17","BOULDER","MM 51 4 I 24","NASHVILLE","TN","37210","82061","HERMIT","36.1388","-86.7284","POINT (-86.7284 36.1388)"
"20200643520","2020-10-11T02:10:00.000","1","0","0","true","false","330440","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","2","DARK - NOT LIGHTED","41","SHRUBBERY","PETTUS RD & PRESTON RD","ANTIOCH","TN","37013","8753","SOUTH","36.0285","-86.6669","POINT (-86.6669 36.0285)"
"20200643507","2020-10-11T00:00:00.000","2","1","0",,"true","279216","5","SIDESWIPE - SAME DIRECTION",,,"3","DARK - LIGHTED","12;24","MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE","MM 86 3 I 65","NASHVILLE","TN","37207","1910","CENTRA","36.1919","-86.7808","POINT (-86.7808 36.1919)"
"20200643478","2020-10-11T01:48:00.000","2","0","0",,"false","4001100","4","ANGLE","2","RAIN","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & EULALA DR","ANTIOCH","TN","37013","8757","SOUTH","36.0454","-86.7036","POINT (-86.7036 36.0454)"
"20200643476","2020-10-11T01:27:00.000","2","1","0",,"false","468098","11","Front to Rear",,,"3","DARK - LIGHTED","12;14","MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","FAULKNER DR & WILLOW LN","NASHVILLE","TN","37211","8703","SOUTH","36.0782","-86.7115","POINT (-86.7115 36.0782)"
"20200643472","2020-10-11T01:35:00.000","1","0","0","true","true","352184","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","2","DARK - NOT LIGHTED","24","GUARDRAIL FACE","MT VIEW RD & HICKORY HOLLOW PKWY","ANTIOCH","TN","37013","8859","SOUTH","36.0588","-86.6705","POINT (-86.6705 36.0588)"
"20200643443","2020-10-11T01:20:00.000","2","2","0",,"false","299270","4","ANGLE","2","RAIN","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","ED TEMPLE BLVD & ROSA L PARKS BLVD","NASHVILLE","TN","37228","4483","NORTH","36.188","-86.8216","POINT (-86.8216 36.188)"
"20200643431","2020-10-11T01:05:00.000","1","0","0",,"false","372814","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","2","DARK - NOT LIGHTED","30","UTILITY POLE","STATE HWY 45 & GOLF CLUB RD","OLD HICKORY","TN","37138","9709","HERMIT","36.2516","-86.6465","POINT (-86.6465 36.2516)"
"20200643421","2020-10-10T21:23:00.000","2","0","0",,"false","384409","4","ANGLE","2","RAIN","3","DARK - LIGHTED","13","MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY","CHARLOTTE PKE & RUSSLEO DR","NASHVILLE","TN","37209","5021","WEST","36.1401","-86.8793","POINT (-86.8793 36.1401)"
"20200643419","2020-10-11T00:11:00.000","1","0","0",,"true","330412","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","3","DARK - LIGHTED","34","DITCH","E THOMPSON LN & LAWNDALE DR","NASHVILLE","TN","37217","8879","SOUTH","36.1219","-86.7177","POINT (-86.7177 36.1219)"
"20200643379","2020-10-11T00:00:00.000","1","1","0","true","false","352178","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"3","DARK - LIGHTED","36","CONCRETE TRAFFIC BARRIER","MM 48 7 I 24","NASHVILLE","TN","37213","1104","CENTRA","36.1696","-86.7668","POINT (-86.7668 36.1696)"
"20200643355","2020-10-11T00:00:00.000","2","1","0",,"false","481573","4","ANGLE",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","HARDING PL & TROUSDALE DR","NASHVILLE","TN","37220","8601","MIDTOW","36.0811","-86.7584","POINT (-86.7584 36.0811)"
"20200643351","2020-10-11T00:00:00.000","1","0","0",,"false","352189","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","2","DARK - NOT LIGHTED","27","H-WAY TRAFFIC SIGNAL POST","I40 W EXT RAMP & I 40","NASHVILLE","TN","37203","4119","CENTRA","36.1574","-86.79","POINT (-86.79 36.1574)"
"20200643346","2020-10-10T23:50:00.000","1","0","0",,"false","409203","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,,,"39","WALL","I40 E EXT RAMP & I 40","NASHVILLE","TN","37214","8955","HERMIT","36.155","-86.6271","POINT (-86.6271 36.155)"
"20200643319","2020-10-10T23:54:00.000","2","0","0",,"false","240952","11","Front to Rear",,,"2","DARK - NOT LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 213 0 I 40","NASHVILLE","TN","37210","8219","HERMIT","36.1407","-86.7323","POINT (-86.7323 36.1407)"
"20200643315","2020-10-10T23:50:00.000","1","1","0",,"false","330412","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","3","DARK - LIGHTED","25","GUARDRAIL END","EXIT 54 & I 24","NASHVILLE","TN","37211","8829","SOUTH","36.109","-86.7202","POINT (-86.7202 36.109)"
"20200643284","2020-10-10T23:35:00.000","1","0","0",,"true","352184","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","3","DARK - LIGHTED","71","EMBANKMENT EARTH","I24 E EXT RAMP & I 24","NASHVILLE","TN","37207","30080","NORTH","36.2378","-86.7872","POINT (-86.7872 36.2378)"
"20200643270","2020-10-10T23:26:00.000","2","0","0",,"false","212335","5","SIDESWIPE - SAME DIRECTION","2","RAIN","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","PRINTERS ALY & CHURCH ST","NASHVILLE","TN","37201","4137","CENTRA","36.164","-86.7784","POINT (-86.7784 36.164)"
"20200643226","2020-10-10T22:58:00.000","2","1","0",,"false","299245","4","ANGLE",,,"7","Dark-Unknown Lighting","12","MOTOR VEHICLE IN TRANSPORT","E TRINITY LN & GALLATIN PKE","NASHVILLE","TN","37216","1851","EAST","36.2037","-86.7399","POINT (-86.7399 36.2037)"
"20200643222","2020-10-10T20:33:00.000","2","0","0",,"false","409199","11","Front to Rear","2","RAIN","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 207 7 I 40","NASHVILLE","TN","37208","54021","NORTH","36.1729","-86.8012","POINT (-86.8012 36.1729)"
"20200643190","2020-10-10T21:16:00.000","2","0","0",,"true","384421","11","Front to Rear","2","RAIN","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","HARDING PL & TRAVELERS INN DR","NASHVILLE","TN","37211","8705","SOUTH","36.085","-86.7031","POINT (-86.7031 36.085)"
"20200643177","2020-10-10T21:45:00.000","2","0","0",,"false","409154","11","Front to Rear","2","RAIN","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","GALLATIN AV & W EASTLAND AV","NASHVILLE","TN","37206","1243","EAST","36.1836","-86.7485","POINT (-86.7485 36.1836)"
"20200643167","2020-10-10T21:40:00.000","1","1","0",,"false","320599","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"3","DARK - LIGHTED","42;64","TREE;Ran Off Road-Left","SMITH SPRINGS RD & UNA RECREATION RD","NASHVILLE","TN","37217","8941","HERMIT","36.0967","-86.641","POINT (-86.641 36.0967)"
"20200643150","2020-10-10T21:40:00.000","2","0","0",,"true","391683","11","Front to Rear","2","RAIN","2","DARK - NOT LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","I40 E ENT RAMP & I 65","NASHVILLE","TN","37208","44040","NORTH","36.1768","-86.8011","POINT (-86.8011 36.1768)"
