"accident_number","date_and_time","number_of_motor_vehicles","number_of_injuries","number_of_fatalities","property_damage","hit_and_run","reporting_officer","collision_type","collision_type_description","weather","weather_description","illuaccidemination","illumination_description","harmfulcodes","harmfuldescriptions","street_address","city","state","zip","rpa","precinct","lat","long","mapped_location"
"20200633104","2020-10-05T15:26:00.000","3","0","0",,"false","197054","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BRILEY PKWY & GLASTONBURY RD","NASHVILLE","TN","37217","88940","HERMIT","36.1373","-86.6997","POINT (-86.6997 36.1373)"
"20200633033","2020-10-05T14:47:00.000","2","0","0",,"false","256386","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","FRANKLIN PKE & FARRELL RD","NASHVILLE","TN","37220","7109","MIDTOW","36.0707","-86.7741","POINT (-86.7741 36.0707)"
"20200633013","2020-10-05T00:00:00.000","2","0","0",,"false","197056","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & UNA ANTIOCH PKE","NASHVILLE","TN","37217","8937","HERMIT","36.0854","-86.6479","POINT (-86.6479 36.0854)"
"20200633001","2020-10-05T14:31:00.000","2","0","0",,"false","409207","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","GALLATIN PKES & NEELYS BEND RD","MADISON","TN","37115","1605","MADISO","36.2566","-86.7142","POINT (-86.7142 36.2566)"
"20200632945","2020-10-05T14:06:00.000","2","1","0",,"false","402675","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 48 9 I 24","NASHVILLE","TN","37213","1104","CENTRA","36.1676","-86.7656","POINT (-86.7656 36.1676)"
"20200632898","2020-10-05T13:35:00.000","2","1","0",,"false","375570","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","GALLATIN PKES & LAKEWOOD DR","MADISON","TN","37115","1517","MADISO","36.2434","-86.7229","POINT (-86.7229 36.2434)"
"20200632892","2020-10-05T12:59:00.000","2","2","0",,"false","256395","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","I65 N ENT RAMP & I 65","NASHVILLE","TN","37207","1829","EAST","36.209","-86.7759","POINT (-86.7759 36.209)"
"20200632888","2020-10-05T12:56:00.000","2","2","0",,"false","405418","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","22ND AVN & MURPHY AV","NASHVILLE","TN","37203","5607","MIDTOW","36.1548","-86.806","POINT (-86.806 36.1548)"
"20200632882","2020-10-05T13:10:00.000","2","0","0",,"true","402653","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","ROSA L PARKS BLVD & JAMES ROBERTSON PKWY","NASHVILLE","TN","37219","4203","CENTRA","36.1667","-86.7874","POINT (-86.7874 36.1667)"
"20200632790","2020-10-05T12:28:00.000","2","2","0",,"false","140804","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","DICKERSON PKE & MERIDIAN ST","NASHVILLE","TN","37207","1979","EAST","36.1783","-86.7722","POINT (-86.7722 36.1783)"
"20200632765","2020-10-05T12:17:00.000","1","1","0","true","false","352197","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","43","OTHER FIXED OBJECTS","NORTHSIDE FESTIVAL PVTDR & GALLATIN PKEN","MADISON","TN","37115","1731","MADISO","36.3041","-86.6883","POINT (-86.6883 36.3041)"
"20200632760","2020-10-05T11:45:00.000","2","0","0",,"false","384394","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 35 0 I 24","JOELTON","TN","37080","3318","NORTH","36.3239","-86.867","POINT (-86.867 36.3239)"
"20200632750","2020-10-05T11:57:00.000","2","0","0",,"false","462474","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","STEWART PL & WEDGEWOOD AV","NASHVILLE","TN","37203","8015","MIDTOW","36.1343","-86.7715","POINT (-86.7715 36.1343)"
"20200632680","2020-10-05T11:23:00.000","2","0","0",,"false","262757","98","OTHER","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 204 2 I 40","NASHVILLE","TN","37209","45023","WEST","36.1532","-86.8539","POINT (-86.8539 36.1532)"
"20200632646","2020-10-05T10:53:00.000","2","1","0",,"false","462474","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","NOLENSVILLE PKE & THOMPSON LN","NASHVILLE","TN","37211","8425","SOUTH","36.1109","-86.7452","POINT (-86.7452 36.1109)"
"20200632630","2020-10-05T10:48:00.000","3","0","0",,"false","4000823","4","ANGLE",,,"1","DAYLIGHT","12;13","MOTOR VEHICLE IN TRANSPORT;MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY","FRANKLIN PKE & 8TH AVS","NASHVILLE","TN","37204","6929","MIDTOW","36.1286","-86.7779","POINT (-86.7779 36.1286)"
"20200632628","2020-10-05T10:40:00.000","2","2","0",,"false","693093","2","HEAD-ON","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","DICKERSON PKE & WESTCHESTER DR","MADISON","TN","37115","2019","MADISO","36.2622","-86.7574","POINT (-86.7574 36.2622)"
"20200632611","2020-10-05T10:35:00.000","2","2","0",,"false","665896","2","HEAD-ON","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BRILEY PKWYE & BRILEY PKWYW","NASHVILLE","TN","37207","20120","MADISO","36.2396","-86.7751","POINT (-86.7751 36.2396)"
"20200632559","2020-10-05T10:00:00.000","2","2","0",,"false","109530","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVDW & HERITAGE DR","MADISON","TN","37115","1749","MADISO","36.2641","-86.7242","POINT (-86.7242 36.2641)"
"20200632552","2020-10-05T09:49:00.000","1","0","0","true","false","594473","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","22","CLOUDY","1","DAYLIGHT","19","BUILDING","47TH AVN & CHARLOTTE AV","NASHVILLE","TN","37209","5127","WEST","36.1526","-86.8438","POINT (-86.8438 36.1526)"
"20200632549","2020-10-05T09:45:00.000","2","2","0",,"false","224895","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 199 8 I 40","NASHVILLE","TN","37205","4902","WEST","36.1175","-86.9145","POINT (-86.9145 36.1175)"
"20200632488","2020-10-05T09:18:00.000","2","0","0",,"false","462474","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","18TH AVN & WEST END AV","NASHVILLE","TN","37203","5523","MIDTOW","36.1534","-86.7963","POINT (-86.7963 36.1534)"
"20200632417","2020-10-05T08:35:00.000","2","0","0",,"false","594473","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & HILLSBORO PKE","NASHVILLE","TN","37221","6215","WEST","36.0476","-86.8637","POINT (-86.8637 36.0476)"
"20200632371","2020-10-05T08:17:00.000","3","3","0",,"false","161949","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HOBSON PKE & GRANNY WRIGHT LN","HERMITAGE","TN","37076","8913","SOUTH","36.1081","-86.5496","POINT (-86.5496 36.1081)"
"20200632303","2020-10-05T07:35:00.000","2","0","0",,"false","256395","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CHARLOTTE AV & I40 E EXT RAMP","NASHVILLE","TN","37203","5501","MIDTOW","36.161","-86.7932","POINT (-86.7932 36.161)"
"20200632270","2020-10-05T07:00:00.000","2","0","0",,"false","226098","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 34 9 I 24","JOELTON","TN","37080","33160","NORTH","36.3241","-86.8687","POINT (-86.8687 36.3241)"
"20200632241","2020-10-05T05:52:00.000","2","0","0",,"false","140790","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","4","DAWN","14","PARKED MOTOR VEHICLE","HESSEY PASS & ALVIN SPERRY PASS","MOUNT JULIET","TN","37122","9551","HERMIT","36.143","-86.5665","POINT (-86.5665 36.143)"
"20200632231","2020-10-05T06:30:00.000","1","1","0","true","false","665896","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","4","DAWN","19","BUILDING","1100 FORREST AV","NASHVILLE","TN","37206","1241","EAST","36.1785","-86.7498","POINT (-86.7498 36.1785)"
"20200632057","2020-10-05T03:51:00.000","2","0","0",,"false","256569","11","Front to Rear",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","KAREN & BRILEY","NASHVILLE","TN","37217","8827","HERMIT","36.1395","-86.7006","POINT (-86.7006 36.1395)"
"20200631661","2020-10-04T23:00:00.000","1","1","0","true","false","330444","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","2","DARK - NOT LIGHTED","38;63","FENCE;Ran Off Road-Right","OLD RADNOR CAR LINE RD & US HWY 31 ALT","NASHVILLE","TN","37210","8139","SOUTH","36.1398","-86.7608","POINT (-86.7608 36.1398)"
"20200631660","2020-10-04T23:00:00.000","2","0","0",,"false","384442","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","BROADWAY & 4TH AVN","NASHVILLE","TN","37203","4091","CENTRA","36.161","-86.7772","POINT (-86.7772 36.161)"
"20200631547","2020-10-04T00:00:00.000","2","0","0",,"true","320591","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","W OAK HIGHLAND DR & BLUE HOLE RD","ANTIOCH","TN","37013","8755","SOUTH","36.0352","-86.676","POINT (-86.676 36.0352)"
"20200631496","2020-10-04T18:59:00.000","2","0","0",,"false","337276","16","Rear to Side",,,"3","DARK - LIGHTED","14","PARKED MOTOR VEHICLE","DOWLAN ST & 25TH AVN","NASHVILLE","TN","37208","4487","NORTH","36.1883","-86.8168","POINT (-86.8168 36.1883)"
"20200631462","2020-10-04T19:30:00.000","2","0","0",,"false","330425","5","SIDESWIPE - SAME DIRECTION",,,"2","DARK - NOT LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","I40 W EXT RAMP & I 40","NASHVILLE","TN","37203","4119","CENTRA","36.1574","-86.79","POINT (-86.79 36.1574)"
"20200631427","2020-10-04T19:12:00.000","4","0","0",,"false","320585","11","Front to Rear",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 213 5 I 40","NASHVILLE","TN","37210","90062","HERMIT","36.1406","-86.7215","POINT (-86.7215 36.1406)"
"20200631394","2020-10-04T18:56:00.000","1","0","0",,"false","393350","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"2","DARK - NOT LIGHTED","11","OTHER ANIMAL","CHANDLER RD & SADDLEBROOKE PL","HERMITAGE","TN","37076","9523","HERMIT","36.1927","-86.6023","POINT (-86.6023 36.1927)"
"20200631285","2020-10-04T17:30:00.000","2","0","0",,"false","352155","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & BELL RD","ANTIOCH","TN","37013","8865","SOUTH","36.072","-86.636","POINT (-86.636 36.072)"
"20200631283","2020-10-04T18:05:00.000","4","0","0",,"false","330427","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LINBAR DR & HARDING PL","NASHVILLE","TN","37211","8705","SOUTH","36.0842","-86.7059","POINT (-86.7059 36.0842)"
"20200631244","2020-10-04T16:50:00.000","1","0","0","true","false","409188","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","1;27;64;71","H-WAY TRAFFIC SIGNAL POST;Ran Off Road-Left;EMBANKMENT EARTH","MM 43 9 I 24","NASHVILLE","TN","37207","32240","NORTH","36.2327","-86.7843","POINT (-86.7843 36.2327)"
"20200631236","2020-10-04T16:43:00.000","2","0","0",,"false","409210","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 85 5 I 65","NASHVILLE","TN","37208","4304","CENTRA","36.1888","-86.793","POINT (-86.793 36.1888)"
"20200631231","2020-10-04T14:00:00.000","2","0","0",,"true","337276","2","HEAD-ON",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","DR D B TODD JR BLVD & SCOVEL ST","NASHVILLE","TN","37208","4481","NORTH","36.1705","-86.8071","POINT (-86.8071 36.1705)"
"20200631210","2020-10-04T04:30:00.000","2","0","0",,"true","409154","11","Front to Rear",,,"2","DARK - NOT LIGHTED","12;14","MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","CHICAMAUGA AV & BAILEY ST","NASHVILLE","TN","37206","1931","EAST","36.1848","-86.7495","POINT (-86.7495 36.1848)"
"20200631205","2020-10-04T16:10:00.000","2","0","0",,"false","4001148","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","8TH AVS & BRADFORD AV","NASHVILLE","TN","37204","6945","MIDTOW","36.1295","-86.7782","POINT (-86.7782 36.1295)"
"20200631164","2020-10-04T15:46:00.000","1","1","0",,"false","384414","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","1;12;63","MOTOR VEHICLE IN TRANSPORT;Ran Off Road-Right","DUE WEST AVN & PORT DR","MADISON","TN","37115","2041","MADISO","36.2538","-86.744","POINT (-86.744 36.2538)"
"20200631081","2020-10-04T14:15:00.000","2","0","0",,"false","184158","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","EASTLAND AV & N 12TH ST","NASHVILLE","TN","37206","1243","EAST","36.1836","-86.7467","POINT (-86.7467 36.1836)"
"20200631017","2020-10-04T12:15:00.000","2","0","0",,"false","633381","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HICKORY HOLLOW LN & BELL RD","ANTIOCH","TN","37013","8863","SOUTH","36.0491","-86.6517","POINT (-86.6517 36.0491)"
"20200631001","2020-10-04T12:35:00.000","2","0","0",,"false","405418","2","HEAD-ON",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","RICHARD JONES RD & HILLSBORO PKE","NASHVILLE","TN","37215","6405","MIDTOW","36.1047","-86.8126","POINT (-86.8126 36.1047)"
"20200630959","2020-10-04T12:08:00.000","2","2","0","true","false","419989","4","ANGLE",,,"1","DAYLIGHT","12;46","MOTOR VEHICLE IN TRANSPORT;TRAFFIC SIGNAL SUPPORT","MURFREESBORO PKE & EDGE O LAKE DR","ANTIOCH","TN","37013","8891","SOUTH","36.0795","-86.6446","POINT (-86.6446 36.0795)"
"20200630951","2020-10-04T12:03:00.000","5","1","0","true","true","755026","11","Front to Rear",,,"1","DAYLIGHT","12;14;43","MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;OTHER FIXED OBJECTS","2ND AVS & 1ST AVS","NASHVILLE","TN","37210","8167","SOUTH","36.1442","-86.7637","POINT (-86.7637 36.1442)"
"20200630936","2020-10-04T11:39:00.000","2","0","0",,"false","630627","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","STATE HWY 45 & UNKNOWN RAMP","MADISON","TN","37115","1777","MADISO","36.2642","-86.7358","POINT (-86.7358 36.2642)"
"20200630898","2020-10-04T11:00:00.000","2","0","0",,"false","140808","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CENTRAL PKE & FRIST BLVD","HERMITAGE","TN","37076","9529","HERMIT","36.1741","-86.6085","POINT (-86.6085 36.1741)"
"20200630862","2020-10-04T10:38:00.000","2","1","0",,"false","262757","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BRILEY PKWY & I40 W EXT RAMP","NASHVILLE","TN","37209","4696","WEST","36.153","-86.8576","POINT (-86.8576 36.153)"
"20200630382","2020-10-04T00:00:00.000","1","0","0",,"false","299247","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"3","DARK - LIGHTED","18;72","OTHER OBJECT (NOT FIXED);EMBANKMENT ROCK/STONE/CONCRETE","MM 52 4 I 24","NASHVILLE","TN","37210","82061","HERMIT","36.139","-86.727","POINT (-86.727 36.139)"
"20200630338","2020-10-04T01:20:00.000","3","0","0",,"false","384424","5","SIDESWIPE - SAME DIRECTION",,,"2","DARK - NOT LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 209 7 I 40","NASHVILLE","TN","37203","4004","CENTRA","36.1492","-86.7812","POINT (-86.7812 36.1492)"
"20200630232","2020-10-04T00:06:00.000","1","0","0",,"true","409151","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"2","DARK - NOT LIGHTED","42","TREE","31ST AVS & BLAKEMORE AV","NASHVILLE","TN","37212","5817","MIDTOW","36.1387","-86.8111","POINT (-86.8111 36.1387)"
"20200630231","2020-10-03T23:58:00.000","2","1","0",,"true","352170","2","HEAD-ON",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","BREWER DR & BYRNE DR","NASHVILLE","TN","37211","8715","SOUTH","36.053","-86.7111","POINT (-86.7111 36.053)"
"20200630225","2020-10-03T22:48:00.000","2","0","0",,"true","384392","11","Front to Rear",,,"3","DARK - LIGHTED","55","Motor Vehicle-In-Motion Outside Trafficw","4700 47TH AVN","NASHVILLE","TN","37209","5127","WEST","36.1528","-86.844","POINT (-86.844 36.1528)"
"20200630223","2020-10-03T23:35:00.000","2","0","0",,"false","409199","5","SIDESWIPE - SAME DIRECTION",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","I40 E ENT RAMP & I 65","NASHVILLE","TN","37208","44040","NORTH","36.1768","-86.8011","POINT (-86.8011 36.1768)"
"20200630155","2020-10-03T23:15:00.000","2","0","0",,"false","384431","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","14","PARKED MOTOR VEHICLE","4TH AVE S & GATEWAY BLVD","NASHVILLE","TN","37201","4053","CENTRA","36.1574","-86.7748","POINT (-86.7748 36.1574)"
"20200630127","2020-10-03T23:45:00.000","2","0","0",,"true","409221","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","4TH AVS & KOREAN VETERANS BLVD","NASHVILLE","TN","37201","4047","CENTRA","36.1569","-86.7745","POINT (-86.7745 36.1569)"
"20200630103","2020-10-03T22:31:00.000","2","1","0",,"false","384439","6","SIDESWIPE - OPPOSITE DIRECTION",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","HICKORY PARK DR & SHIRE DR","ANTIOCH","TN","37013","8753","SOUTH","36.0337","-86.6716","POINT (-86.6716 36.0337)"
"20200629999","2020-10-03T21:17:00.000","2","1","0",,"false","620080","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 53 9 I 24","NASHVILLE","TN","37211","88122","SOUTH","36.1073","-86.7197","POINT (-86.7197 36.1073)"
"20200629926","2020-10-03T18:25:00.000","2","0","0",,"false","311325","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","DIVISION ST & 19TH AVE S","NASHVILLE","TN","37203","6715","MIDTOW","36.1505","-86.7957","POINT (-86.7957 36.1505)"
"20200629911","2020-10-03T19:24:00.000","2","0","0",,"true","352172","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CHARLOTTE PKE & HILLWOOD BLVD","NASHVILLE","TN","37209","5021","WEST","36.138","-86.8819","POINT (-86.8819 36.138)"
"20200629891","2020-10-03T19:37:00.000","2","0","0",,"true","320599","11","Front to Rear",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","SMITH SPRINGS RD & CASTLEGATE DR","NASHVILLE","TN","37217","8929","HERMIT","36.0891","-86.6149","POINT (-86.6149 36.0891)"
"20200629879","2020-10-03T19:45:00.000","2","0","0",,"true","256414","4","ANGLE",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","CRESTMOOR RD & GREEN HILLS VILLAGE DR","NASHVILLE","TN","37215","6109","WEST","36.1095","-86.8148","POINT (-86.8148 36.1095)"
"20200629834","2020-10-03T19:18:00.000","1","2","0",,"true","390077","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"3","DARK - LIGHTED","8","PEDESTRIAN","PORTER RD & MCKENNELL DR","NASHVILLE","TN","37206","1337","EAST","36.1934","-86.7263","POINT (-86.7263 36.1934)"
"20200629823","2020-10-03T18:45:00.000","2","0","0",,"true","352153","5","SIDESWIPE - SAME DIRECTION",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","GALLATIN PKES & MAPLE ST","MADISON","TN","37115","1607","MADISO","36.2617","-86.7124","POINT (-86.7124 36.2617)"
"20200629819","2020-10-03T19:04:00.000","2","0","0",,"false","393350","98","OTHER","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","STEWARTS FERRY PIKE & CLOVERWOOD DR","NASHVILLE","TN","37214","9407","HERMIT","36.158","-86.6381","POINT (-86.6381 36.158)"
"20200629811","2020-10-03T00:00:00.000","4","0","0","true","true","409155","2","HEAD-ON",,,"2","DARK - NOT LIGHTED","14;55","PARKED MOTOR VEHICLE;Motor Vehicle-In-Motion Outside Trafficw","IDLEWILD DR & IDLEWILD CT","MADISON","TN","37115","1601","MADISO","36.2502","-86.7035","POINT (-86.7035 36.2502)"
"20200629801","2020-10-03T18:46:00.000","2","1","0",,"false","384436","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","E THOMPSON LN & GLENROSE AVE","NASHVILLE","TN","37210","8807","SOUTH","36.1149","-86.7196","POINT (-86.7196 36.1149)"
"20200629776","2020-10-03T18:17:00.000","2","0","0",,"true","352215","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","HERMITAGE AV & FAIRFIELD AV","NASHVILLE","TN","37210","9005","HERMIT","36.1539","-86.7564","POINT (-86.7564 36.1539)"
"20200629740","2020-10-03T18:00:00.000","2","1","0",,"false","256374","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & EDINBURGH DR","NASHVILLE","TN","37221","6215","WEST","36.0514","-86.8855","POINT (-86.8855 36.0514)"
"20200629721","2020-10-03T17:40:00.000","2","1","0",,"false","320577","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CLAUDIA DR & INDUSTRIAL DR","OLD HICKORY","TN","37138","9611","HERMIT","36.2634","-86.6619","POINT (-86.6619 36.2634)"
"20200629708","2020-10-03T17:25:00.000","1","2","0",,"false","352172","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","34","DITCH","RIVER ROAD PKE & RIVER ROAD PKE PVTDR","NASHVILLE","TN","37209","4705","WEST","36.2021","-86.9796","POINT (-86.9796 36.2021)"
"20200629677","2020-10-03T16:43:00.000","2","0","0",,"false","384436","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","STATE HWY 255 & ANTIOCH PIKE","NASHVILLE","TN","37211","8889","SOUTH","36.0873","-86.6925","POINT (-86.6925 36.0873)"
"20200629561","2020-10-03T15:24:00.000","2","0","0",,"false","384436","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","STATE HWY 254 & I 24","ANTIOCH","TN","37013","8859","SOUTH","36.0456","-86.6585","POINT (-86.6585 36.0456)"
"20200629554","2020-10-03T15:10:00.000","2","0","0",,"false","384449","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HAMILTON CHURCH RD & US HWY 41","ANTIOCH","TN","37013","8865","SOUTH","36.0643","-86.629","POINT (-86.629 36.0643)"
"20200629548","2020-10-03T14:56:00.000","2","0","0",,"true","320599","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BLACKWOOD DR & STEWARTS FERRY PKE","NASHVILLE","TN","37214","8955","HERMIT","36.1526","-86.6255","POINT (-86.6255 36.1526)"
"20200629536","2020-10-03T14:56:00.000","2","0","0",,"true","320599","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BLACKWOOD DR & STEWARTS FERRY PKE","NASHVILLE","TN","37214","8955","HERMIT","36.1526","-86.6255","POINT (-86.6255 36.1526)"
"20200629471","2020-10-03T14:15:00.000","3","1","0",,"false","409170","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 37 4 I 24","WHITES CREEK","TN","37189","33181","NORTH","36.3131","-86.8308","POINT (-86.8308 36.3131)"
"20200629453","2020-10-03T13:49:00.000","2","0","0",,"false","591933","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","DICKERSON PKE & BROADMOOR DR","NASHVILLE","TN","37207","1811","EAST","36.2294","-86.7593","POINT (-86.7593 36.2294)"
"20200629432","2020-10-03T13:31:00.000","1","1","0","true","false","179602","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","57","Cable Barrier","MM 38 3 I 24","WHITES CREEK","TN","37189","2212","NORTH","36.3063","-86.8167","POINT (-86.8167 36.3063)"
"20200629406","2020-10-03T13:01:00.000","2","1","0",,"false","226319","16","Rear to Side","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BRILEY PKWYN & BRILEY PKWYS","NASHVILLE","TN","37211","8404","SOUTH","36.1092","-86.727","POINT (-86.727 36.1092)"
"20200629403","2020-10-03T12:55:00.000","2","1","0",,"false","4001449","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & MURFREESBORO PKE RAMP","NASHVILLE","TN","37217","8849","SOUTH","36.0951","-86.6541","POINT (-86.6541 36.0951)"
"20200629371","2020-10-03T11:56:00.000","2","0","0",,"false","630627","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","VILLAGE TRL & STANDING STONE DR","NASHVILLE","TN","37207","2033","MADISO","36.2474","-86.7736","POINT (-86.7736 36.2474)"
"20200629363","2020-10-03T11:55:00.000","2","0","0",,"false","385032","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LEBANON PKE & OLD HICKORY BLVD","HERMITAGE","TN","37076","9613","HERMIT","36.1756","-86.6154","POINT (-86.6154 36.1756)"
"20200629322","2020-10-03T11:47:00.000","1","1","0",,"false","4000686","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","36","CONCRETE TRAFFIC BARRIER","DICKERSON PKE ENT RAMP & I 24","NASHVILLE","TN","37207","1904","CENTRA","36.18","-86.7742","POINT (-86.7742 36.18)"
